year,ACCESS-CM2_r1i1p1f1,ACCESS-ESM1-5_r1i1p1f1,AWI-CM-1-1-MR_r1i1p1f1,BCC-CSM2-MR_r1i1p1f1,CAS-ESM2-0_r1i1p1f1,CNRM-CM6-1_r1i1p1f2,CNRM-ESM2-1_r2i1p1f2,CanESM5_r1i1p1f1,CanESM5-CanOE_r1i1p2f1,EC-Earth3-CC_r1i1p1f1,EC-Earth3-Veg_r1i1p1f1,EC-Earth3-Veg-LR_r2i1p1f1,FGOALS-g3_r1i1p1f1,GFDL-CM4_r1i1p1f1,GFDL-ESM4_r1i1p1f1,GISS-E2-1-G_r1i1p1f2,HadGEM3-GC31-LL_r1i1p1f3,INM-CM5-0_r1i1p1f1,IPSL-CM6A-LR_r1i1p1f1,KACE-1-0-G_r1i1p1f1,MIROC-ES2L_r4i1p1f2,MPI-ESM1-2-HR_r1i1p1f1,MPI-ESM1-2-LR_r3i1p1f1,UKESM1-0-LL_r1i1p1f2,CESM2_r3i1p1f1,FGOALS-f3-L_r1i1p1f1,MIROC6_r1i1p1f1,MRI-ESM2-0_r1i1p1f1,NorESM2-MM_r1i1p1f1,EC-Earth3_r1i1p1f1,
1850,-0.3656,-1.0074,-1.2883,-0.98841,-0.12186,0.83805,0.77253,-0.40529,-0.43753,-0.22919,-1.5419,-0.2741,-1.4961,-4.6175,0.038653,-1.6778,0.7243,-1.5684,-0.34346,0.19424,-0.6626,-0.0014689,0.71187,-1.8871,-1.5151,-0.040682,1.0112,-0.74371,1.3446,0.67025
1851,0.86857,-0.36561,-1.5862,-1.3907,0.22234,-0.69413,-1.6618,-0.10559,-1.4529,0.36852,-1.6855,-0.024449,-1.2322,-3.1451,-0.38553,-0.5111,-0.17724,0.30039,-0.88417,-1.0011,-1.0783,-1.0039,-0.31926,2.3073,-1.3503,-1.2719,0.064391,-1.3911,-0.81947,-0.25016
1852,1.5997,0.95425,-0.35976,-1.3869,0.98824,0.4217,-1.0139,-0.79023,-0.94178,-0.51587,0.25062,0.87839,-1.2953,-4.2239,-1.979,-0.60106,-0.4105,0.14089,0.12949,0.21971,2.1958,-2.4814,0.24782,-0.70392,0.23994,-1.6289,2.3785,-0.81835,-0.23116,-0.1111
1853,-0.63332,-0.62951,-2.4423,-1.843,0.22184,-0.74178,0.93203,-2.5216,-1.3573,0.14227,0.68928,-0.41173,0.14987,-4.4164,0.83356,-0.5436,0.20614,0.77054,-1.875,-1.972,0.66291,-1.2377,1.0286,0.0019398,-1.1302,-1.2388,1.635,0.6711,-0.50822,0.81175
1854,0.69693,0.37425,-2.2923,0.5836,0.78674,0.07843,-0.47658,-1.6932,-0.58735,-1.499,0.45535,0.15942,-1.3534,-3.9713,-0.56618,0.57774,-0.85985,-0.59575,-1.1082,0.030169,-0.24377,-0.96663,-0.19593,-0.36667,-0.64904,-2.4852,-0.47492,1.4643,-0.3704,-0.78781
1855,1.2242,-0.65252,0.49804,-2.4676,-0.32585,1.5312,1.186,0.35865,-2.2498,-1.4272,-1.2419,1.326,0.22686,-3.7913,1.3336,0.087762,-2.4257,-2.5259,0.047268,0.48732,-2.8361,-0.96344,-0.20577,-0.53747,-0.0050699,-1.7404,-0.27561,-1.5928,0.18542,0.83433
1856,0.057301,-0.27093,-0.47284,1.2072,-1.4447,1.2528,1.716,-0.58232,-0.94611,-0.081181,-0.74027,0.39162,-0.17436,-3.2371,-0.71854,-0.64124,0.32803,0.055246,-0.51726,-0.95107,0.57462,-0.94955,-1.4458,0.53252,0.76464,-0.80595,1.2699,-0.21333,-0.44018,-0.43774
1857,-0.26282,-0.88519,1.0864,-1.8747,-0.16224,0.32375,-1.8444,-1.035,0.047388,-0.091024,-0.90569,0.42985,0.017979,-4.3121,0.40537,0.93169,0.16707,-0.3333,-0.80269,0.19199,1.8528,-1.5768,-1.0426,-0.13578,0.61857,-2.5364,1.2109,0.0303,-0.44837,-0.43381
1858,1.1624,0.77889,-1.2228,-0.73212,0.55395,-1.0424,-1.8666,-1.7604,-0.387,0.58607,-0.016503,-1.1395,0.77174,-5.6653,-0.12531,-0.20956,-0.77684,-0.28607,-0.88343,-1.8665,1.3295,-1.6917,-0.95217,0.85197,-0.86682,-0.16385,-2.0648,0.8692,0.15098,1.2768
1859,0.82787,-1.1515,-0.55952,-0.52234,0.41458,-0.96775,-2.3537,-1.5271,-1.67,0.46902,-1.8032,1.2896,-2.1582,-4.2927,-0.059314,-0.095264,0.085975,-0.86114,-0.73124,-0.87157,0.30439,-1.0407,0.14759,-0.68234,0.20842,-0.90615,-0.1853,-0.36396,0.98023,-1.2716
1860,0.3593,-0.28533,-1.9801,1.2972,0.10615,0.28232,0.62965,-1.0272,-1.9769,1.8621,-1.5657,0.96547,-1.9268,-4.1323,-0.22749,0.40656,1.6585,-0.72863,-1.621,-0.94763,-1.1664,-0.90908,-2.0954,1.0648,1.2053,-1.0953,0.65362,1.1883,-0.58148,1.3057
1861,0.64256,0.022431,-1.5548,-1.7111,0.39352,-0.87908,2.9563,-1.4709,-1.3978,0.669,-1.2385,-0.58049,-0.18865,-3.7355,0.28194,-0.24401,-0.62683,-2.219,-0.92178,-0.90875,0.64683,0.041346,1.0732,0.55293,1.0282,-2.2566,0.77279,0.48804,0.92385,0.91434
1862,0.67013,0.8962,0.28694,0.79351,0.9151,1.1111,1.5024,-0.90049,-1.904,-0.53364,-1.546,0.12973,-0.78855,-4.0874,-0.33784,0.062592,0.77987,-1.1514,-1.3149,-0.35763,0.89598,-0.94634,-1.8767,-1.1355,-1.2536,-2.5595,-0.21216,0.68493,-0.39434,0.93116
1863,0.055889,-1.4449,-1.6444,-1.7793,0.23426,-0.23696,-0.52993,-1.1852,-1.6315,-0.40881,-0.31735,0.61673,-1.3011,-3.5459,0.44019,0.1247,1.7842,-0.19263,-1.0739,-1.7301,1.0766,-1.9423,-2.3009,-0.82066,-0.004529,-1.4503,-1.5069,-0.87297,1.7792,-0.51591
1864,-0.29576,0.28698,-1.3593,-0.38712,0.39006,0.31011,-0.80813,-1.2913,-0.35268,0.13933,-1.6089,-0.33927,-0.9407,-4.408,-0.0065235,-0.20992,-1.104,0.24552,-1.1335,0.42753,-0.37443,-0.29917,-1.0934,-1.4816,1.4226,-2.2254,1.0923,0.39522,1.7248,0.92378
1865,1.687,0.32919,-2.4033,0.85515,-0.52304,-0.30822,-0.16642,0.57981,-0.74778,0.29004,-0.13622,-0.039637,-1.5455,-4.4815,-0.3386,0.41449,0.75339,-0.31721,0.27616,-0.80051,-0.48952,0.86536,-1.6852,-0.013866,0.74851,-1.4548,0.2966,0.14613,0.0024574,1.1557
1866,-0.23346,1.2226,-1.2438,-0.70057,0.77298,-0.85699,-0.25672,-0.45776,-1.1434,-0.91909,0.77198,-0.049994,-0.65446,-3.3841,-1.6214,-0.10501,-0.75842,-0.76352,-0.2571,-1.5806,0.15985,-2.0462,-0.3033,-0.055503,0.90732,-1.2803,-0.25248,-0.85241,1.8837,0.60618
1867,-0.88786,0.88618,-0.23363,0.51688,0.21526,0.25028,-0.01133,-0.94315,-2.1703,0.19612,-0.50339,-0.93521,-2.4643,-4.4121,-1.2605,-1.0625,-0.30149,-0.89193,-0.63117,-0.2526,0.3335,0.24206,-2.7843,-0.98109,-0.54451,-1.4446,0.32427,0.16735,0.71954,0.31493
1868,1.1547,-0.73843,-0.36876,-3.4842,1.6427,-0.28078,0.23385,-0.49719,-0.55472,0.30917,-0.4884,-0.015916,-2.296,-3.4963,-0.27504,0.26106,0.57218,-0.53212,0.096227,-0.16717,0.7074,-1.3871,-2.6941,-1.7029,0.29241,-1.8036,-0.029604,-0.19222,-1.1714,0.91563
1869,-0.76001,-0.48631,-2.7712,1.4232,1.4705,0.37242,0.28373,-1.0719,-1.4087,-0.54653,-0.038738,1.1478,-1.5641,-3.2457,0.64585,-1.4953,1.8126,-1.5845,-1.8034,-0.63769,-3.1992,-1.9017,-1.7094,-1.0138,1.1467,-1.1771,0.93519,0.062654,0.36814,-0.60335
1870,-0.18427,-0.15442,-0.20122,-0.72669,0.90008,0.0050859,-0.082426,-0.023746,-1.0431,-1.5391,-0.81972,-0.49287,0.3133,-2.901,0.39846,-1.0149,-1.1131,-1.4667,-1.3415,-1.1649,-1.6966,-1.5739,-1.4085,-2.1799,-0.20311,-1.9668,0.19252,-0.6213,-0.88461,1.0686
1871,-0.44559,-2.4066,-1.4251,-2.1988,-0.68871,-0.98525,0.24234,0.34946,-1.4336,-0.89064,-0.31419,0.21301,-0.71223,-3.3622,-0.73785,-0.69994,-1.1825,-1.8832,-1.4744,-0.054925,0.25826,-1.2544,0.98789,-0.21212,0.8897,-1.6823,-0.4958,-1.0037,-1.0064,0.31812
1872,-0.86229,-0.021283,-1.9663,-2.0813,-0.8803,0.86254,-1.5745,1.0037,-1.4787,0.052568,-1.3225,-0.29037,-1.5504,-3.8126,-0.67429,1.7376,-0.10372,-0.92101,-0.88379,-1.0265,1.5768,-0.23011,-1.8131,-1.3679,1.0296,-3.0089,0.64813,-1.4049,2.3868,0.64477
1873,-0.27788,-0.92223,-1.4736,0.65086,-0.077284,-0.41534,0.7367,-0.65537,-0.83879,-0.67509,-2.4379,0.90752,-0.31851,-2.8872,-0.34642,-0.56409,-0.25313,-0.19152,-2.4712,-2.0754,-0.19566,-1.9158,-1.4049,-1.436,0.029086,-2.1154,1.9758,-1.0477,1.3176,0.14441
1874,0.65319,-1.3167,-0.1537,-0.58203,0.27189,-0.41656,0.12404,-0.2012,-0.30438,0.11759,-2.0583,0.91859,0.77728,-4.4056,-1.5901,0.88432,-1.2223,-0.96671,0.30653,-1.0124,-0.91721,-0.64987,-2.3599,-2.5245,0.088728,-1.3693,-1.324,-0.35007,-0.36139,0.039667
